manual_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
,rasham,103116749724594,"לוקליסט - דירות נופש וצימרים בחו""ל","לוקליסט בע""מ ",514406834,2016-06-26,0,25,0,0,0,companies_general_info_columns,1,1,1,052-3683001,TRUE,,0,219,1,1,1,0,0,0,1,1,0,0,0,0,0,no,,no,no,,2008-01-01,1,1,341,56,102,14,33,6,,,Travel/Leisure,,1994,1908,companies_events_columns,2008-05-13,2008-05-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,companies_photos,2010-03-23,2016-03-20,1,0,1,1,0.025,0,1,1,15,40,4,0,1,1,1,1,0,0,0,20,18,1,1,0,0,0,1,0,18,1,19,companies_posts_columns,2016-06-26,98,98,2010-03-24,2016-03-20,23,35,9,25,0,25,2,23,25,0,25,2,23,34,0,34,2,32,13,0,3,0.3714285714,34,0,9,0.9714285714,34,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2010-06-06,2016-03-20,8,8,8,0,1,0,0,1,1,8,companies_posts_reactions_columns,2010-03-24,2016-03-20,31,35,23,0,10,0,3,10,13,13
,forceliquidated,212950545400488,"מיחזורית - פינת מיחזור,עלמון","מיחזור ע.ל בע""מ",514212810,2012-10-03,1362,18,0,0,0,companies_general_info_columns,1,1,1,,FALSE,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,no,,no,no,,,0,1,145,16,,,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,forceliquidated,525908724253197,מכבסת איזי קלין,"איזי קלין בע""מ",513778209,2013-09-30,1000,6,7,27,16,companies_general_info_columns,1,1,1,86587575,TRUE,,0,6,0,0,1,0,0,2,1,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Professional Services,Professional Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-29,2016-06-21,1,0,0,0,0,0,0,,6,24,3,0,1,0,1,1,0,0,0,22,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,13,-987,2015-12-29,2016-06-13,6,22,0,22,0,22,0,22,22,0,22,0,22,22,0,22,0,22,0,0,0,0,16,0,2,0.7272727273,22,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-12-29,2016-06-13,21,22,3,0,0,0,0,0,0,0
,rasham,1030869753639356,קלובר אחזקות,"קלובר אחזקות בע""מ",514534544,2016-06-26,0,0,0,2,0,companies_general_info_columns,1,1,1,504442320,TRUE,,0,168,1,1,1,0,0,25,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,121,22,,,,,Company,"Property Management,Janitorial Service,Repair Service",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-02-17,2016-06-23,1,0,0,0,0,0,0,,5,111,4,0,1,1,1,1,0,0,0,3,106,1,1,0,0,85,26,0,0,111,111,companies_posts_columns,2016-06-26,17,17,2016-02-17,2016-06-09,5,24,9,23,0,23,21,2,23,0,23,21,2,23,0,23,21,2,4,0,1,0.1666666667,207,0,22,8.625,23,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2016-02-17,2016-05-22,2,4,2,1,1,0,0,2,2,0,companies_posts_reactions_columns,2016-02-17,2016-06-09,23,24,42,17,39,0,0,42,42,0
,rasham,1041571085888393,שפיץ להידשני רואי חשבון,"שפיץ להידשני בע""מ",514132778,2016-06-26,0,11,0,0,0,companies_general_info_columns,1,0,0,09-8858223,TRUE,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,58,10,,,,,Business Services,"Accountant,Business Services",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-09-21,2015-09-29,1,0,0,0,0,0,0,,1,5,2,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,5,0,5,companies_posts_columns,2016-06-26,271,271,2015-09-29,2015-09-29,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-09-29,2015-09-29,1,1,0,0,0,0,0,0,0,0
,rasham,104368056611312,תבליני הר ציון - מסורת הודית בארץ הקודש,"תבליני ציון בע""מ",514698893,2016-06-26,0,26,0,6,0,companies_general_info_columns,1,1,1,08-6283697,TRUE,,0,9,0,0,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,936,152,119,21,,,,,Shopping/Retail,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-01-12,2016-01-12,1,0,0,0,0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,0,2,2,companies_posts_columns,2016-06-26,166,166,2016-01-12,2016-01-12,1,2,0,1,0,1,0,1,1,0,1,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2016-01-12,2016-01-12,1,2,0,0,0,0,0,0,0,0
,rasham,108492212598040,גלובטק - השמה בהייטק,"גלובטק בע""מ",512849951,2016-06-26,0,12,0,0,0,companies_general_info_columns,1,1,1,08-9409088,TRUE,,0,23,0,1,1,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,1,1781,291,21,5,,,,,Company,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-11-08,2011-11-08,1,0,0,0,0,0,0,,1,4,2,1,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,418,418,2011-11-08,2015-05-05,7,9,0,8,0,8,0,8,8,0,8,0,8,4,0,4,0,4,0,0,0,0,1,0,1,0.1111111111,4,0,5,0,5,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-11-08,2015-05-05,8,9,1,0,0,0,0,0,0,1
,rasham,103264296416915,אניב צעצועים - תחפושות ואביזרים לחתונות,"אניב צעצועים בע""מ",515172351,2016-06-26,0,25,0,0,0,companies_general_info_columns,1,0,0,506868398,TRUE,,0,213,1,1,1,0,0,0,1,1,0,0,0,0,1,no,,no,no,,,0,1,,,128,20,,,,,Local Business,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-01-20,2016-03-01,1,0,0,0,0,0,0,,9,117,6,2,1,1,1,1,0,0,15,88,8,1,5,0,0,0,4,87,1,4,92,companies_posts_columns,2016-06-26,94,94,2011-01-20,2016-03-24,9,27,9,23,1,22,7,16,23,1,22,7,16,25,0,25,6,19,2,0,1,0.07407407407,86,0,14,3.185185185,25,1,1,1,1,25,0,24,0.9259259259,201,0,200,7.444444444,companies_posts_comments_columns,2015-03-25,2016-03-24,4,4,25,0,23,0,1,23,24,3,companies_posts_reactions_columns,2011-01-20,2016-03-24,18,27,410,0,380,9,6,380,390,33
,rasham,1052824964738572,יזן את ג׳ואן הנדסה אזרחית בע״מ,"יזן הנדסה בע""מ",514118934,2016-06-26,0,21,0,0,0,companies_general_info_columns,1,0,0,537679110,TRUE,,0,42,0,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,97,17,,,,,Local Business,Local Business,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-24,2016-01-27,1,0,0,0,0,0,0,,2,108,3,0,0,1,1,1,0,0,0,0,106,1,1,0,0,0,4,104,0,4,108,companies_posts_columns,2016-06-26,151,151,2015-12-24,2016-01-27,2,6,2,6,1,5,6,0,6,1,5,6,0,6,1,5,6,0,13,0,11,2.166666667,42,5,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-12-24,2015-12-24,1,2,3,0,0,3,0,0,3,3,companies_posts_reactions_columns,2015-12-24,2016-01-27,3,6,12,0,5,10,0,5,12,10
,forceliquidated,827699640681650,ח.א.י שיווק מזון,"ח.א מזון בע""מ",511084253,1998-09-30,6479,8,0,0,0,companies_general_info_columns,1,0,0,505281499,TRUE,,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,no,,no,no,,,0,1,,,82,16,,,,,Food/Beverages,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-10-26,2015-11-25,1,0,0,0,0,0,0,,2,3,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,214,-6265,2015-10-26,2015-11-25,2,4,0,3,0,3,0,3,3,0,3,0,3,4,0,4,0,4,0,0,0,0,8,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-10-26,2015-11-25,3,4,4,0,0,0,0,0,0,0
2,forceliquidated,117002071754050,רוביקון ביזנס גרופ,"רוביקון ביזנס גרופ בע""מ",514302454,2015-11-02,237,0,0,4,2,companies_general_info_columns,1,1,1,36959763,TRUE,,0,5078,1,1,1,0,0,1,1,1,1,0,0,0,1,no,,no,no,,,0,1,167,26,22,5,,,,,Company,Workplace & Office,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-01-15,2015-06-14,1,14,11,31,0.8857142857,0,6,2.214285714,12,35,7,4,1,0,1,1,0,0,19,10,0,1,5,0,0,0,3,0,0,3,3,companies_posts_columns,2016-06-26,378,141,2012-02-28,2015-06-14,22,52,21,47,2,45,33,14,51,2,49,34,17,52,2,50,34,18,42,0,7,0.8076923077,1595,0,200,30.67307692,52,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2012-06-17,2014-10-05,10,18,38,0,0,0,0,0,0,38,companies_posts_reactions_columns,2012-02-28,2015-06-14,52,52,1869,0,21,8,8,21,31,1854
,rasham,106695113000966,"הישאם קבלאן, עו''ד משפט פלילי ודיני תעבורה","ש.ד.א. פל בע""מ",514140078,2016-06-26,0,37,0,0,0,companies_general_info_columns,1,1,1,506864718,TRUE,,0,477,1,1,1,0,0,19,1,1,1,0,0,0,1,no,,no,no,,,0,1,599,90,106,18,,,,,Legal/Law,Law Practice,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-06-03,2015-11-22,1,0,0,0,0,0,0,,2,4,3,0,1,0,1,1,0,0,0,2,0,1,1,0,0,0,0,2,0,0,2,companies_posts_columns,2016-06-26,11,11,2015-06-03,2016-06-15,11,95,29,6,1,5,5,1,6,1,5,5,1,90,3,87,26,64,52,0,8,0.5473684211,359,0,38,3.778947368,90,0,5,0,5,5,0,1,0.05263157895,3,0,1,0.03157894737,companies_posts_comments_columns,2015-06-03,2016-05-29,9,23,29,13,11,5,1,20,25,13,companies_posts_reactions_columns,2015-06-03,2016-06-15,90,95,141,39,50,55,5,75,119,95
,rasham,107078402749185,"דפוס אפעל בע""מ","דפוס אפעל בע""מ",513489971,2016-06-26,0,0,2,0,2,companies_general_info_columns,1,0,0,03-5347313,TRUE,,0,56,0,1,1,0,0,0,1,1,0,0,0,0,1,no,,no,no,,,0,1,363,55,48,8,18,3,,,Media/News/Publishing,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-02-15,2016-01-30,1,0,0,0,0,0,0,,4,30,6,2,1,1,1,1,0,0,10,11,4,1,4,0,0,0,9,0,0,9,9,companies_posts_columns,2016-06-26,86,86,2012-02-15,2016-04-01,9,25,5,21,0,21,0,21,21,0,21,0,21,19,0,19,0,19,6,0,2,0.24,18,0,3,0.72,19,0,6,0,6,2,0,2,0.08,6,0,3,0.24,companies_posts_comments_columns,2012-02-15,2016-01-30,3,6,4,0,1,0,0,1,1,4,companies_posts_reactions_columns,2012-02-15,2016-04-01,14,25,7,0,2,1,0,2,3,6
,forceliquidated,239344759574612,"ב.ג מוסכים 2000 בע""מ - ת""א","א.מ.מ מוסכים בע""מ",513974170,2012-08-01,1425,18,0,18,4,companies_general_info_columns,1,0,0,,FALSE,,0,98,0,1,1,0,0,0,1,0,0,0,0,0,0,no,,no,no,,,0,1,1023,164,57,12,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-12-18,2014-01-02,1,0,0,0,0,0,0,,2,7,3,0,1,0,1,1,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,154,-1271,2013-12-18,2016-01-24,5,11,2,6,0,6,4,2,6,0,6,4,2,8,0,8,5,3,2,0,1,0.1818181818,39,0,10,3.545454545,8,0,3,1,2,0,0,0,0,17,0,17,1.545454545,companies_posts_comments_columns,2013-12-19,2014-01-02,2,2,2,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-12-18,2016-01-24,7,11,17,0,0,0,0,0,0,0
,rasham,1018479618165482,Xtrem shop Israel - אקסטרים שופ ישראל,"אקסטרים שופ בע""מ",514904762,2016-06-26,0,24,0,0,0,companies_general_info_columns,1,1,1,547173749,TRUE,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Health/Medical/Pharmacy,Sports & Recreation,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-03-01,2015-03-01,1,0,0,0,0,0,0,,1,2,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,483,483,2015-03-01,2015-03-01,1,2,0,2,0,2,0,2,2,0,2,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-03-01,2015-03-01,1,2,0,0,0,0,0,0,0,0
,rasham,1047332785317788,הולמנ'ס / Holman's - ניהול פיננסי יד ביד,"יד פיננסי בע""מ",514963305,2016-06-26,0,30,0,0,0,companies_general_info_columns,1,1,1,052-8029318,TRUE,,0,382,1,1,1,1,1,7,1,1,1,0,0,0,1,no,,no,no,,2010-01-01,1,1,906,151,135,21,,,,,Consulting/Business Services,Consulting/Business Services,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-02,2016-06-16,1,0,0,0,0,0,0,,7,25,3,0,1,0,1,1,0,0,0,23,0,1,1,0,0,8,9,8,0,18,25,companies_posts_columns,2016-06-26,17,17,2015-12-02,2016-06-09,7,39,10,39,0,39,25,14,39,0,39,25,14,38,0,38,24,14,5,0,2,0.1282051282,330,0,50,8.461538462,38,0,1,1,0,2,0,2,0.05128205128,19,0,19,0.4871794872,companies_posts_comments_columns,2015-12-03,2016-04-21,3,5,7,2,3,2,0,5,7,2,companies_posts_reactions_columns,2015-12-02,2016-06-09,39,39,160,16,134,43,0,142,160,42
,rasham,105287416264995,"פ.ע.עמר מרכיבי מתכות בע""מ","פ.מ.מ. מתכות בע""מ",512869009,2016-06-26,0,10,0,2,0,companies_general_info_columns,1,1,1,08-6570150,TRUE,,0,15,0,1,1,0,0,1,0,1,0,0,0,0,0,no,,no,no,,1991-01-01,1,1,563,87,32,6,79,10,,,Company,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-02-07,2012-02-09,1,0,0,0,0,0,0,,1,296,3,2,0,0,0,1,0,0,295,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,491,491,2012-02-07,2015-02-21,4,9,0,8,0,8,0,8,8,0,8,0,8,3,0,3,0,3,0,0,0,0,3,0,2,0.3333333333,3,0,6,0,6,0,0,0,0,2,0,1,0.2222222222,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-02-07,2015-02-21,5,9,3,0,0,0,0,0,0,3
,rasham,107366222688565,מרכזי תעשיות ע.ע.ד,"מרכזי תעשיות ע.ע.ד. בע""מ",511796641,2016-06-26,0,1,4,6,3,companies_general_info_columns,1,1,1,03-9775070,TRUE,,0,21,0,1,1,0,0,0,0,1,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Community,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-05-31,2011-05-31,1,0,0,0,0,0,0,,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,forceliquidated,154563787995062,עוצמה השמת כח אדם,"כח - עוצמה בע""מ",511457657,2011-09-08,1753,15,3,30,0,companies_general_info_columns,1,1,1,,FALSE,,0,200,1,1,1,0,0,4,0,0,0,0,0,0,0,no,,no,no,,,0,1,834,135,128,22,,,,,Consulting/Business Services,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-02-21,2015-02-21,1,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,12,-1741,2012-02-19,2016-06-14,20,92,12,14,0,14,1,13,14,0,14,1,13,62,1,61,5,57,10,0,6,0.1086956522,654,0,200,7.108695652,62,1,29,0,30,5,0,5,0.05434782609,2,0,1,0.02173913043,companies_posts_comments_columns,2014-12-29,2016-02-01,4,5,7,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-02-19,2016-06-14,78,92,560,0,0,0,0,0,0,0
1,forceliquidated,965355066865667,אלוף מחשבים,"אלוף מחשבים בע""מ",512695727,2003-03-27,4840,0,0,0,0,companies_general_info_columns,1,1,1,03-9643766,TRUE,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,,,38,6,,,,,Shopping/Retail,Computer Store,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-18,2016-02-01,1,0,0,0,0,0,0,,2,3,3,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-26,51,-4789,2015-12-18,2016-05-06,6,38,9,35,0,35,0,35,36,0,36,0,36,37,0,37,0,37,1,0,1,0.02631578947,0,0,0,0,37,0,1,0,1,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2015-12-25,2015-12-25,1,1,1,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-12-18,2016-05-06,34,38,0,0,0,0,0,0,0,0
,rasham,1.04325E+15,אפרים כהן משרד עורכי דין,אפרים כהן - עורכי דין,513366310,2016-06-26,0,5,0,0,0,companies_general_info_columns,0,0,0,46792373,TRUE,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,no,,no,no,,,0,0,,,,,,,,,Lawyer,Lawyer,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,rasham,1099650963409696,נ.ז אולטרה ניהול אחזקה וניקיון בע''מ,"נ.ז אולטרה ניהול אחזקה וניקיון בע""מ",514658830,2016-06-26,0,6,0,0,0,companies_general_info_columns,0,0,0,,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,no,no,,,0,0,,,,,,,,,Company,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-26,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
,rasham,102389313146524,פיוזטק מחשבים ורחפנים,"פיוזטק בע""מ",515358190,2016-06-26,0,15,0,0,0,companies_general_info_columns,1,1,1,050-778-2774,TRUE,,0,137,1,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,2008-01-01,1,1,179,21,67,9,83,10,,,Computers,,1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-07-12,2016-03-21,1,0,0,0,0,0,0,,14,37,6,3,1,0,1,1,0,0,15,14,0,4,4,0,0,0,3,0,4,3,7,companies_posts_columns,2016-06-26,33,33,2010-07-13,2016-05-24,33,66,15,41,1,40,6,35,44,1,43,6,38,66,1,65,6,60,34,0,5,0.5151515152,272,0,128,4.121212121,66,0,0,0,0,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2011-11-22,2015-09-16,12,16,10,0,0,0,2,0,2,10,companies_posts_reactions_columns,2010-07-13,2016-05-24,61,66,235,1,5,0,128,6,131,232
,rasham,102569963411082,דקור פלוס Decorplus,"דקור פלוס בע""מ",513106286,2016-06-26,0,10,0,0,0,companies_general_info_columns,1,1,1,35048280,TRUE,,0,761,1,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,398,67,136,24,32,3,,,Consulting/Business Services,"Business Services,Signs & Banner Service,Home Decor",1994,1908,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-05-07,2015-12-29,1,0,1,1,0.001169590643,0,1,1,7,855,26,22,1,1,1,1,0,0,803,45,4,2,1,0,0,0,4,10,218,4,232,companies_posts_columns,2016-06-26,180,180,2015-05-07,2015-12-29,8,65,15,64,1,63,28,36,64,1,63,28,36,64,1,63,28,36,19,0,5,0.2923076923,870,0,200,13.38461538,64,0,1,0,1,0,0,0,0,1,0,1,0.01538461538,companies_posts_comments_columns,2015-05-17,2015-12-29,4,10,15,0,2,3,6,2,10,14,companies_posts_reactions_columns,2015-05-07,2015-12-29,35,65,609,0,6,23,262,6,273,609
2,forceliquidated,172107752825257,Stratigo -  סטרטיגו,"סטרטיגו בע""מ",511894057,2011-11-24,1676,9,0,3,2,companies_general_info_columns,1,0,0,+972.72.212.4316 / 7,TRUE,,0,387,1,1,1,0,0,0,1,1,1,0,0,0,1,no,,no,no,,,0,1,1177,170,173,19,,,,,Local Business,Business Services,1994,1908,companies_events_columns,2015-01-18,2015-01-18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,companies_photos,2011-01-03,2016-03-02,1,2,60,158,0.2719449225,0,16,2.633333333,42,581,59,56,1,0,1,1,0,0,494,64,0,22,1,0,0,60,27,24,104,87,215,companies_posts_columns,2016-06-26,101,-1575,2011-01-04,2016-03-17,54,371,46,348,6,342,23,325,362,6,356,23,339,369,6,363,23,346,83,0,7,0.2237196765,473,0,10,1.274932615,369,0,2,0,2,0,0,0,0,0,0,0,0,companies_posts_comments_columns,2011-01-04,2016-02-19,18,37,29,7,2,1,3,8,9,4,companies_posts_reactions_columns,2011-01-04,2016-03-17,287,371,115,14,6,5,3,18,21,8
