is_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
"",liquidated,360884397262580,סופר ריינס בראבק !!,"סופר ריינס בע""מ",512498189,2014-12-31,545,9,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,5,5,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,361330697276924,מתפנקות בארוחת בוקר במלון רימונים סנטרל פארק,"סנטרל באר בע""מ",513676049,2010-09-01,2127,36,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,362025790542134,תחנת דלק אדגו שערי חדרה,"אדגו דלק בע""מ",512284746,2008-10-31,2797,17,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Travel & Transportation,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,362753993769321,"יוחננוף, קרית משה","משה יוחננוף בע""מ",513363929,2009-11-04,2428,14,0,0,0,companies_general_info_columns,0,0,0,,0,,0,6,0,0,1,6,6,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,forceliquidated,362961817170103,זהבים - Zehavis,"זהבים בע""מ",511849606,1996-12-12,7138,8,0,0,0,companies_general_info_columns,1,0,0,0525525054,1,,0,30,0,1,1,0,0,0,1,1,0,0,0,0,1,false,,false,false,,2012-01-01 00:00:00,1,1,207,39,80,10,,,,,Musician/Band,,1980,1896,companies_events_columns,2013-11-14 18:30:00,2013-11-14 18:30:00,1,1,27,27,27,27.0,18,18,18,18.0,797,797,797,797.0,18,18,18,18.0,17,17,17,17.0,companies_photos,2013-10-14 20:20:02,2013-10-29 10:23:19,1,0,0,0,0.0,0,0,,1,4,2,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,973,-6165,2013-10-14 20:20:02,2013-10-29 10:23:22,1,3,0,3,0,3,1,2,3,0,3,1,2,3,0,3,1,2,0,0,0,0.0,10,2,5,3.3333333333333335,3,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-10-14 20:20:02,2013-10-29 10:23:22,2,3,8,0,0,0,0,0,0,0
"",liquidated,363746593696269,מצפה הר הארי,"מצפה הארי בע""מ",512535790,2006-05-09,3703,3,0,0,0,companies_general_info_columns,0,0,0,,0,,0,5,0,0,1,195,195,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,366486040101239,"מיתרים - המרכז ללימודי אמת - אהבה, מודעות, תקשורת מקרבת","א.מ.ת תקשורת בע""מ",514757327,2015-03-26,460,41,0,0,0,companies_general_info_columns,1,1,1,03-6733522,1,,0,2285,1,1,1,0,0,39,1,1,1,0,0,0,1,false,,false,false,,2000-10-12 00:00:00,1,1,835,132,124,20,,,480,56,Education,,1980,1896,companies_events_columns,2013-04-18 21:00:00,2016-01-26 10:00:00,18,24,547,0,90,22.791666666666668,242,0,48,10.083333333333334,33008,0,4616,1375.3333333333333,242,0,48,10.083333333333334,758,0,113,31.583333333333332,companies_photos,2012-10-12 07:46:45,2016-06-14 06:43:06,1,2,30,41,0.12349397590361445,0,4,1.3666666666666667,42,332,6,2,1,1,1,1,0,0,144,170,3,10,5,0,0,8,13,12,7,21,41,companies_posts_columns,2016-06-28 14:24:27.622,14,-446,2000-10-12 07:00:00,2016-06-14 06:43:09,46,352,155,321,11,310,133,188,331,11,320,134,197,351,12,339,142,209,245,0,13,0.6960227272727273,2883,0,200,8.190340909090908,351,0,1,0,1,1,0,1,0.002840909090909091,0,0,0,0.0,companies_posts_comments_columns,2012-10-28 13:52:35,2016-05-23 19:28:17,39,102,134,8,20,25,12,26,53,8,companies_posts_reactions_columns,2000-10-12 07:00:00,2016-06-14 06:43:09,343,352,1742,89,90,312,64,155,481,54
3,liquidated,367640180096323,King Doors קינג דורז,"קינג דורז בע""מ ",514365709,2016-01-15,165,11,1,0,13,companies_general_info_columns,1,1,1,0532010003,1,,0,365,1,1,1,0,0,6,1,1,1,0,0,0,1,false,,false,false,,,0,1,,,142,24,,,,,Local Business,Home,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-05-04 11:38:49,2016-06-05 19:25:44,1,0,0,0,0.0,0,0,,8,36,4,0,1,1,1,1,0,0,0,27,1,3,5,0,0,1,11,19,0,12,31,companies_posts_columns,2016-06-28 14:24:27.622,23,-142,2015-05-04 11:39:45,2016-06-05 19:25:45,10,36,8,35,0,35,15,20,36,0,36,15,21,35,0,35,15,20,3,0,1,0.08333333333333333,451,0,200,12.527777777777779,35,0,1,0,1,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2015-06-02 15:00:01,2016-05-17 08:52:39,2,3,3,0,0,2,0,0,2,1,companies_posts_reactions_columns,2015-05-04 11:39:45,2016-06-05 19:25:45,34,36,316,0,0,270,0,0,270,50
"",closed,121131058051301,קרן שמש אחרונה במעלה אזגד במדבר יהודה,"אזגד בע""מ",510492507,2016-06-28,0,33,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Community & Government,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,closed,121192731333839,טופלנס,"טופלנס בע""מ",512666876,2016-06-28,0,0,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,121257361332711,על האש עם משפחת - שגיב וויטורי,"וויטור בע""מ",512646845,2016-06-28,0,22,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,121283821280548,בים עוזר לאדי להפוך מקספר לצנים חחח,"מקספר בע""מ",514578426,2016-06-28,0,30,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,121363044651783,צימר סוויטת פינת האגם מושבה כנרת,"פינת האגם בע""מ",511729410,2004-03-05,4498,23,0,0,0,companies_general_info_columns,0,0,0,,0,,0,1,0,0,0,9,9,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,1216721085008573,סופר-סטוק נהריה," סופר סטוק נהריה בע""מ",515034999,2016-06-28,0,1,0,0,0,companies_general_info_columns,1,0,0,046288652,1,,0,1116,1,1,1,13,13,35,1,1,1,0,0,0,1,false,,false,false,,,0,0,,,,,,,,,Shopping/Retail,Shopping & Retail,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-11-23 18:53:41,2016-06-22 10:47:09,1,0,0,0,0.0,0,0,,8,200,4,0,1,1,1,1,0,0,0,45,147,4,4,0,0,31,87,82,0,118,200,companies_posts_columns,2016-06-28 14:24:27.622,14,14,2015-08-07 15:03:01,2016-06-14 07:12:15,10,90,15,85,2,83,36,49,85,2,83,36,49,87,2,85,37,50,29,0,6,0.32222222222222224,616,0,37,6.844444444444444,87,0,3,0,3,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2015-11-23 19:42:00,2016-05-24 07:08:41,7,10,18,4,12,7,0,15,18,0,companies_posts_reactions_columns,2015-08-07 15:03:01,2016-06-14 07:12:15,62,90,209,92,128,63,8,178,209,0
2,forceliquidated,121734788011842,סטודיו לעיצוב אתרים ודפוס משה ליברמן  design-studio.co.il,"משה ליברמן בע""מ",510971229,1994-06-15,8049,45,0,0,0,companies_general_info_columns,1,1,1,03-6122061,1,,0,79,0,1,1,0,0,0,1,1,0,0,0,0,0,false,,false,false,,2004-01-01 00:00:00,1,1,,,143,22,160,20,,,Company,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-03-08 20:59:44,2016-05-22 06:29:00,1,0,0,0,0.0,0,0,,22,96,4,1,1,0,1,1,0,0,4,87,0,2,3,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,37,-8012,2013-03-09 19:28:37,2016-05-22 06:34:51,22,55,9,53,0,53,1,52,54,0,54,1,53,50,0,50,1,49,8,0,2,0.14545454545454545,74,0,6,1.3454545454545455,50,0,5,0,5,0,0,0,0.0,5,0,2,0.09090909090909091,companies_posts_comments_columns,2013-03-24 12:20:22,2016-05-22 06:30:02,6,7,7,0,0,0,0,0,0,0,companies_posts_reactions_columns,2013-03-09 19:28:37,2016-05-22 06:34:51,48,55,33,0,0,0,0,0,0,0
0,closed,121734788011842,סטודיו לעיצוב אתרים ודפוס משה ליברמן  design-studio.co.il,"משה ליבר בע""מ",512122557,2016-06-28,0,47,0,0,0,companies_general_info_columns,1,1,1,03-6122061,1,,0,79,0,1,1,0,0,0,1,1,0,0,0,0,0,false,,false,false,,2004-01-01 00:00:00,1,1,,,143,22,160,20,,,Company,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-03-08 20:59:44,2016-05-22 06:29:00,1,0,0,0,0.0,0,0,,22,96,4,1,1,0,1,1,0,0,4,87,0,2,3,0,0,5,0,4,12,5,21,companies_posts_columns,2016-06-28 14:24:27.622,37,37,2013-03-09 19:28:37,2016-05-22 06:34:51,22,55,9,53,0,53,1,52,54,0,54,1,53,50,0,50,1,49,8,0,2,0.14545454545454545,74,0,6,1.3454545454545455,50,0,5,0,5,0,0,0,0.0,5,0,2,0.09090909090909091,companies_posts_comments_columns,2013-03-24 12:20:22,2016-05-22 06:30:02,6,7,7,1,0,0,0,1,1,0,companies_posts_reactions_columns,2013-03-09 19:28:37,2016-05-22 06:34:51,48,55,33,0,0,1,2,0,3,0
2,closed,121743427890698,חרמון מן - הדיאטה המנצחת www.hermonman.com,"הדיאטה המנצחת בע""מ",513742791,2016-06-28,0,27,0,0,0,companies_general_info_columns,1,1,1,035234303,1,,0,10924,1,1,1,14,14,113,1,1,1,0,0,0,1,false,,false,false,,,0,1,718,115,100,14,149,22,138,25,Health/Beauty,Clinic,1980,1896,companies_events_columns,2013-05-03 07:00:00,2013-05-03 07:00:00,1,1,14,14,14,14.0,1,1,1,1.0,165,165,165,165.0,1,1,1,1.0,16,16,16,16.0,companies_photos,2010-12-24 15:51:30,2016-06-20 19:04:25,1,0,7,7,0.02681992337164751,0,1,1.0,41,261,7,3,1,1,1,1,0,0,5,191,38,13,14,0,0,22,18,8,18,41,67,companies_posts_columns,2016-06-28 14:24:27.622,13,13,2010-12-25 21:34:23,2016-06-15 08:53:00,46,316,150,260,34,226,246,14,262,34,228,248,14,294,32,262,265,29,533,0,39,1.6867088607594938,10996,0,200,34.79746835443038,294,4,18,5,17,44,0,9,0.13924050632911392,65,0,18,0.20569620253164558,companies_posts_comments_columns,2010-12-25 21:34:23,2016-05-24 09:57:33,39,137,347,65,19,15,49,84,141,0,companies_posts_reactions_columns,2010-12-25 21:34:23,2016-06-15 08:53:00,294,316,5369,369,687,889,767,1173,2404,0
1,closed,121762591259629,אליקה תכשיטים,"אליקה תכשיטים בע""מ",513958439,2016-06-28,0,0,0,0,0,companies_general_info_columns,0,0,0,,0,,0,2,0,0,1,3,3,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,121911147854835,דרוש/ה- יועץ/ת לימודים ומכירות למרכז גוף-נפש,"ב.ה.ב. (ישראל) בע""מ",510950199,2016-06-28,0,37,0,0,0,companies_general_info_columns,1,0,0,03-5495149,1,,0,40,0,1,1,0,0,0,0,1,1,0,0,0,1,false,,false,false,,,0,1,,,149,19,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-07-25 15:38:21,2010-07-25 15:38:21,1,0,0,0,0.0,0,0,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",rasham,1091546864211888,וידאו וסטילס אקספרס,"הנשיא אקספרס בע""מ",515204709,2016-06-28,0,11,0,0,0,companies_general_info_columns,1,1,1,050-230-23-24,1,,0,33,0,1,1,1,0,3,1,1,1,0,0,0,1,false,,false,false,,2015-01-01 00:00:00,1,1,735,124,132,24,132,15,,,Company,Professional Services,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-01-29 07:40:33,2016-05-29 17:28:31,1,0,0,0,0.0,0,0,,3,26,6,3,1,0,1,1,0,0,7,14,0,3,2,0,0,14,12,0,0,26,26,companies_posts_columns,2016-06-28 14:24:27.622,16,16,2016-01-29 07:40:35,2016-06-12 18:49:03,5,13,5,13,0,13,0,13,13,0,13,0,13,13,0,13,0,13,1,0,1,0.07692307692307693,10,0,2,0.7692307692307693,13,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2016-05-29 17:28:32,2016-05-29 17:28:32,1,1,1,1,0,0,0,1,1,0,companies_posts_reactions_columns,2016-01-29 07:40:35,2016-06-12 18:49:03,12,13,4,2,3,0,0,4,4,0
1,rasham,109180875821996,סמט אדריכלים - Samet Architects,"סמט אדריכלים בע""מ",515316545,2016-06-28,0,17,0,0,0,companies_general_info_columns,1,1,1,+972-3-5473393,1,,0,10643,1,1,1,13,13,263,1,1,1,0,0,0,1,false,,false,false,,,0,0,,,,,,,,,Home Improvement,Architect,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2014-11-21 20:22:46,2016-06-16 14:14:42,1,1,9,11,0.05339805825242718,0,2,1.2222222222222223,20,206,7,3,1,1,1,1,0,0,27,167,10,1,1,0,0,17,24,16,10,41,68,companies_posts_columns,2016-06-28 14:24:27.622,19,19,2014-11-21 20:22:48,2016-06-09 07:43:20,20,154,97,139,57,82,102,37,142,57,85,103,39,106,58,48,103,3,723,0,49,4.694805194805195,13509,0,200,87.72077922077922,106,0,48,2,46,6,0,3,0.03896103896103896,43,0,13,0.2792207792207792,companies_posts_comments_columns,2014-11-21 20:22:48,2016-05-10 08:42:29,16,74,321,26,93,4,67,109,165,0,companies_posts_reactions_columns,2014-11-21 20:22:48,2016-06-09 07:43:20,144,154,3516,564,1144,161,682,1394,1838,0
"",rasham,109183839228184,פאקינג בני ברק חום,"ברק חום בע""מ",510924129,2016-06-28,0,11,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",closed,1091855967508978,צל השרון,"צל השרון בע""מ",510667819,2016-06-28,0,0,0,0,0,companies_general_info_columns,1,1,1,052-8881238,1,,0,77,0,1,1,0,0,1,1,1,1,0,0,0,1,false,,false,false,,,0,1,700,115,106,19,,,,,Local Business,Awnings & Canopies,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-05-26 10:44:28,2016-05-26 09:49:01,1,0,0,0,0.0,0,0,,13,136,3,0,1,0,1,1,0,0,0,134,0,1,1,0,0,18,28,25,35,46,111,companies_posts_columns,2016-06-28 14:24:27.622,33,33,2015-05-26 10:44:28,2016-05-26 09:49:02,13,97,9,96,0,96,1,95,96,0,96,1,95,97,0,97,1,96,6,0,1,0.061855670103092786,103,0,5,1.0618556701030928,97,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2015-06-07 08:26:00,2016-01-10 14:00:01,5,6,1,0,1,1,1,1,1,0,companies_posts_reactions_columns,2015-05-26 10:44:28,2016-05-26 09:49:02,94,97,13,3,3,4,6,4,8,0
"",rasham,1091949524157338,"מירית הנדסה בע""מ","מירית הנדסה בע""מ",510985674,2016-06-28,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-07 00:14:01,2015-12-07 00:26:00,1,0,0,0,0.0,0,0,,1,4,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,rasham,109197175852009,אחוזת בן נון,אחוזת בן נון בעמ,510138506,2016-06-28,0,0,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",rasham,109210646118253,אדוה מלון בוטיק וספא,"קניון בית חירות בע""מ",514646322,2016-06-28,0,15,0,0,0,companies_general_info_columns,1,1,1," 09-899-8712",1,,0,76,0,1,1,22,22,0,1,1,1,0,0,0,1,false,,false,false,,2016-01-01 00:00:00,1,1,,,80,16,,,,,Hotel,"Spa,Hotel",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-12-13 13:14:51,2016-01-29 12:22:43,1,0,0,0,0.0,0,0,,2,7,3,0,1,0,1,1,0,0,0,3,0,2,2,0,0,0,5,2,0,5,7,companies_posts_columns,2016-06-28 14:24:27.622,151,151,2015-12-13 13:14:52,2016-01-29 12:22:43,2,7,0,7,0,7,0,7,7,0,7,0,7,7,0,7,0,7,0,0,0,0.0,16,1,4,2.2857142857142856,7,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2015-12-13 13:14:52,2016-01-29 12:22:43,6,7,9,0,8,3,0,8,9,0
